Weekend_Dates,Days,Movie_Name,Revenue,Viewers,Shows,Average_Revenue_Per_Show,Average_Viewers_Per_Show,Revenue_Share,Shows_Share
15.11 - 18.11.2018,3,Догмэн,1313951,3894,410,3204,9,0.13%,0.40%
15.11 - 18.11.2018,3,Звезда родилась,1371699,4871,196,6998,24,0.13%,0.19%
15.11 - 18.11.2018,3,На край света: В поисках единорога,1525575,7850,533,2862,14,0.15%,0.52%
15.11 - 18.11.2018,3,Пришелец,1555867,8300,1693,919,4,0.15%,1.65%
15.11 - 18.11.2018,3,Крымский мост. Сделано с любовью,2117395,10407,815,2598,12,0.20%,0.79%
15.11 - 18.11.2018,3,Холодная война,4534519,14017,1291,3512,10,0.44%,1.25%
15.11 - 18.11.2018,3,МУЛЬТ в кино. Выпуск № 84,4561652,38436,2919,1562,13,0.44%,2.84%
08.11 - 11.11.2018,3,Богемская рапсодия,202997170,684478,16441,12347,41,37.61%,15.58%
08.11 - 11.11.2018,3,"Девушка, которая застряла в паутине",81467604,276611,19456,4187,14,15.09%,18.44%
08.11 - 11.11.2018,3,Оверлорд,63598593,231398,18693,3402,12,11.78%,17.71%
08.11 - 11.11.2018,3,Смолфут,54310607,252795,10172,5339,24,10.06%,9.64%
08.11 - 11.11.2018,3,Ужастики 2: Беспокойный Хэллоуин,34498623,156651,9629,3582,16,6.39%,9.13%
08.11 - 11.11.2018,3,Несокрушимый,18025257,77205,4233,4258,18,3.34%,4.01%
08.11 - 11.11.2018,3,Веном,16647177,63311,2459,6769,25,3.08%,2.33%
08.11 - 11.11.2018,3,Крымский мост. Сделано с любовью,13179246,57282,4450,2961,12,2.44%,4.22%
08.11 - 11.11.2018,3,Пришелец,9183270,36568,4811,1908,7,1.70%,4.56%
08.11 - 11.11.2018,3,Хантер Киллер,7940028,25242,2814,2821,8,1.47%,2.67%
08.11 - 11.11.2018,3,Проигранное место,2600446,10657,1671,1556,6,0.48%,1.58%
08.11 - 11.11.2018,3,Магазинные воришки,2914511,9076,619,4708,14,0.54%,0.59%
08.11 - 11.11.2018,3,Непотопляемые,2920347,8635,884,3303,9,0.54%,0.84%
08.11 - 11.11.2018,3,На край света: В поисках единорога,2996079,14812,1023,2928,14,0.56%,0.97%
08.11 - 11.11.2018,3,Звезда родилась,3126468,11281,440,7105,25,0.58%,0.42%
08.11 - 11.11.2018,3,СУПЕРБОБРОВЫ. НАРОДНЫЕ МСТИТЕЛИ,4066683,19303,1430,2843,13,0.75%,1.36%
08.11 - 11.11.2018,3,Под Сильвер-Лэйк,4257633,12953,1176,3620,11,0.79%,1.11%
08.11 - 11.11.2018,3,МУЛЬТ в кино. Выпуск № 84,4300700,35591,1845,2331,19,0.80%,1.75%
08.11 - 11.11.2018,3,Грецкий орешек,5002240,17873,1883,2656,9,0.93%,1.78%
08.11 - 11.11.2018,3,Репродукция,5720992,21392,1393,4106,15,1.06%,1.32%
01.11 - 05.11.2018,4,Богемская рапсодия,305999371,1028152,25209,12138,40,30.35%,16.79%
01.11 - 05.11.2018,4,Смолфут,194611081,914638,28113,6922,32,19.30%,18.72%
01.11 - 05.11.2018,4,Ужастики 2: Беспокойный Хэллоуин,127119031,562360,23682,5367,23,12.61%,15.77%
01.11 - 05.11.2018,4,Несокрушимый,88768643,363679,15002,5917,24,8.81%,9.99%
01.11 - 05.11.2018,4,Веном,56940462,209839,6155,9251,34,5.65%,4.10%
01.11 - 05.11.2018,4,Крымский мост. Сделано с любовью,45633771,183863,10668,4277,17,4.53%,7.10%
01.11 - 05.11.2018,4,Репродукция,42021167,144804,7305,5752,19,4.17%,4.86%
01.11 - 05.11.2018,4,СУПЕРБОБРОВЫ. НАРОДНЫЕ МСТИТЕЛИ,36009641,163073,7992,4505,20,3.57%,5.32%
01.11 - 05.11.2018,4,Хэллоуин,18816212,76332,3884,4844,19,1.87%,2.59%
01.11 - 05.11.2018,4,Проигранное место,16987014,64824,5909,2874,10,1.69%,3.94%
01.11 - 05.11.2018,4,МакКуин,2285530,6502,215,10630,30,0.23%,0.14%
01.11 - 05.11.2018,4,Чародейка,3596350,14994,865,4157,17,0.36%,0.58%
01.11 - 05.11.2018,4,Лоро,3886727,9577,536,7251,17,0.39%,0.36%
01.11 - 05.11.2018,4,Непрощенный,4721476,19039,811,5821,23,0.47%,0.54%
01.11 - 05.11.2018,4,МУЛЬТ в кино. Выпуск № 83,5285365,44366,3138,1684,14,0.52%,2.09%
01.11 - 05.11.2018,4,Проза бродячих псов. Фильм,7460464,29664,1931,3863,15,0.74%,1.29%
01.11 - 05.11.2018,4,"Ничего хорошего в отеле ""Эль Рояль""",8557328,25156,902,9487,27,0.85%,0.60%
01.11 - 05.11.2018,4,Звезда родилась,8731069,30128,974,8964,30,0.87%,0.65%
01.11 - 05.11.2018,4,Только не они,14091755,58424,5025,2804,11,1.40%,3.35%
01.11 - 05.11.2018,4,Оверлорд,16581421,41433,1840,9011,22,1.64%,1.23%
25.10 - 28.10.2018,3,МакКуин,2285530,6502,215,10630,30,0.23%,0.14%
25.10 - 28.10.2018,3,Чародейка,3596350,14994,865,4157,17,0.36%,0.58%
25.10 - 28.10.2018,3,Лоро,3886727,9577,536,7251,17,0.39%,0.36%
25.10 - 28.10.2018,3,Непрощенный,4721476,19039,811,5821,23,0.47%,0.54%
25.10 - 28.10.2018,3,МУЛЬТ в кино. Выпуск № 83,5285365,44366,3138,1684,14,0.52%,2.09%
25.10 - 28.10.2018,3,Проза бродячих псов. Фильм,7460464,29664,1931,3863,15,0.74%,1.29%
25.10 - 28.10.2018,3,"Ничего хорошего в отеле ""Эль Рояль""",8557328,25156,902,9487,27,0.85%,0.60%
25.10 - 28.10.2018,3,Звезда родилась,8731069,30128,974,8964,30,0.87%,0.65%
